No.,Time,Source,Destination,Protocol,Length,Info,label
2115,198.189123,100.86.186.37,34.98.127.226,QUIC,74,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2116,198.189367,100.86.186.37,34.98.127.226,QUIC,74,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2117,198.192062,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2118,198.192062,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2119,198.192062,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2120,198.192062,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2121,198.192062,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2122,198.192062,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2123,198.192062,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2124,198.192062,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2125,198.19258,100.86.186.37,34.98.127.226,QUIC,74,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2126,198.194756,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2127,198.194756,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2128,198.194756,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2129,198.194756,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2130,198.194756,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2131,198.194756,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2132,198.194756,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2133,198.194756,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2134,198.194756,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2135,198.194756,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2136,198.195496,100.86.186.37,34.98.127.226,QUIC,74,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2137,198.195945,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2138,198.195945,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2139,198.195945,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2140,198.195945,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2141,198.196542,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2142,198.196542,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2143,198.196542,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2144,198.196542,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2145,198.196649,100.86.186.37,34.98.127.226,QUIC,74,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2146,198.197148,100.86.186.37,34.98.127.226,QUIC,1288,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2147,198.197242,100.86.186.37,34.98.127.226,QUIC,382,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2148,198.198988,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2149,198.198988,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2150,198.198988,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2151,198.198988,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2152,198.199431,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2153,198.199431,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2154,198.199431,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2155,198.199431,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
